,id,station,name,date,prcp
144,145,USC00519397,"WAIKIKI 717.2, HI US",2010-06-12,0.0
145,146,USC00519397,"WAIKIKI 717.2, HI US",2010-06-13,0.0
146,147,USC00519397,"WAIKIKI 717.2, HI US",2010-06-14,0.0
147,148,USC00519397,"WAIKIKI 717.2, HI US",2010-06-15,0.0
148,149,USC00519397,"WAIKIKI 717.2, HI US",2010-06-16,0.0
149,150,USC00519397,"WAIKIKI 717.2, HI US",2010-06-17,0.0
150,151,USC00519397,"WAIKIKI 717.2, HI US",2010-06-18,0.0
151,152,USC00519397,"WAIKIKI 717.2, HI US",2010-06-19,0.0
152,153,USC00519397,"WAIKIKI 717.2, HI US",2010-06-20,0.0
153,154,USC00519397,"WAIKIKI 717.2, HI US",2010-06-21,0.0
154,155,USC00519397,"WAIKIKI 717.2, HI US",2010-06-22,0.0
155,156,USC00519397,"WAIKIKI 717.2, HI US",2010-06-23,0.0
156,157,USC00519397,"WAIKIKI 717.2, HI US",2010-06-24,0.0
157,158,USC00519397,"WAIKIKI 717.2, HI US",2010-06-25,0.0
158,159,USC00519397,"WAIKIKI 717.2, HI US",2010-06-26,0.02
159,160,USC00519397,"WAIKIKI 717.2, HI US",2010-06-27,0.0
160,161,USC00519397,"WAIKIKI 717.2, HI US",2010-06-28,0.0
161,162,USC00519397,"WAIKIKI 717.2, HI US",2010-06-29,0.0
162,163,USC00519397,"WAIKIKI 717.2, HI US",2010-06-30,0.0
163,164,USC00519397,"WAIKIKI 717.2, HI US",2010-07-01,0.01
164,165,USC00519397,"WAIKIKI 717.2, HI US",2010-07-02,0.05
165,166,USC00519397,"WAIKIKI 717.2, HI US",2010-07-03,0.09
166,167,USC00519397,"WAIKIKI 717.2, HI US",2010-07-04,0.05
167,168,USC00519397,"WAIKIKI 717.2, HI US",2010-07-05,0.06
168,169,USC00519397,"WAIKIKI 717.2, HI US",2010-07-06,0.08
169,170,USC00519397,"WAIKIKI 717.2, HI US",2010-07-07,0.08
170,171,USC00519397,"WAIKIKI 717.2, HI US",2010-07-08,0.03
171,172,USC00519397,"WAIKIKI 717.2, HI US",2010-07-09,0.06
172,173,USC00519397,"WAIKIKI 717.2, HI US",2010-07-10,0.09
173,174,USC00519397,"WAIKIKI 717.2, HI US",2010-07-11,0.0
174,175,USC00519397,"WAIKIKI 717.2, HI US",2010-07-12,0.0
175,176,USC00519397,"WAIKIKI 717.2, HI US",2010-07-13,0.0
176,177,USC00519397,"WAIKIKI 717.2, HI US",2010-07-16,0.0
177,178,USC00519397,"WAIKIKI 717.2, HI US",2010-07-17,0.02
178,179,USC00519397,"WAIKIKI 717.2, HI US",2010-07-18,0.0
179,180,USC00519397,"WAIKIKI 717.2, HI US",2010-07-19,0.04
180,181,USC00519397,"WAIKIKI 717.2, HI US",2010-07-21,0.0
181,182,USC00519397,"WAIKIKI 717.2, HI US",2010-07-22,0.0
182,183,USC00519397,"WAIKIKI 717.2, HI US",2010-07-24,0.0
183,184,USC00519397,"WAIKIKI 717.2, HI US",2010-07-25,0.0
184,185,USC00519397,"WAIKIKI 717.2, HI US",2010-07-26,0.0
185,186,USC00519397,"WAIKIKI 717.2, HI US",2010-07-27,0.0
186,187,USC00519397,"WAIKIKI 717.2, HI US",2010-07-28,0.0
187,188,USC00519397,"WAIKIKI 717.2, HI US",2010-07-29,0.0
188,189,USC00519397,"WAIKIKI 717.2, HI US",2010-07-30,0.0
189,190,USC00519397,"WAIKIKI 717.2, HI US",2010-07-31,0.02
190,191,USC00519397,"WAIKIKI 717.2, HI US",2010-08-01,0.04
191,192,USC00519397,"WAIKIKI 717.2, HI US",2010-08-02,0.01
192,193,USC00519397,"WAIKIKI 717.2, HI US",2010-08-03,0.02
193,194,USC00519397,"WAIKIKI 717.2, HI US",2010-08-04,0.07
194,195,USC00519397,"WAIKIKI 717.2, HI US",2010-08-05,0.08
195,196,USC00519397,"WAIKIKI 717.2, HI US",2010-08-06,0.03
196,197,USC00519397,"WAIKIKI 717.2, HI US",2010-08-07,0.0
197,198,USC00519397,"WAIKIKI 717.2, HI US",2010-08-08,0.0
198,199,USC00519397,"WAIKIKI 717.2, HI US",2010-08-09,0.0
199,200,USC00519397,"WAIKIKI 717.2, HI US",2010-08-10,0.0
200,201,USC00519397,"WAIKIKI 717.2, HI US",2010-08-11,0.0
201,202,USC00519397,"WAIKIKI 717.2, HI US",2010-08-12,0.0
202,203,USC00519397,"WAIKIKI 717.2, HI US",2010-08-13,0.0
203,204,USC00519397,"WAIKIKI 717.2, HI US",2010-08-14,0.0
204,205,USC00519397,"WAIKIKI 717.2, HI US",2010-08-15,0.01
205,206,USC00519397,"WAIKIKI 717.2, HI US",2010-08-16,0.0
206,207,USC00519397,"WAIKIKI 717.2, HI US",2010-08-17,0.05
207,208,USC00519397,"WAIKIKI 717.2, HI US",2010-08-18,0.0
208,209,USC00519397,"WAIKIKI 717.2, HI US",2010-08-19,0.0
209,210,USC00519397,"WAIKIKI 717.2, HI US",2010-08-20,0.0
210,211,USC00519397,"WAIKIKI 717.2, HI US",2010-08-21,0.0
211,212,USC00519397,"WAIKIKI 717.2, HI US",2010-08-22,0.0
212,213,USC00519397,"WAIKIKI 717.2, HI US",2010-08-23,0.01
213,214,USC00519397,"WAIKIKI 717.2, HI US",2010-08-24,0.0
214,215,USC00519397,"WAIKIKI 717.2, HI US",2010-08-25,0.04
215,216,USC00519397,"WAIKIKI 717.2, HI US",2010-08-26,0.03
216,217,USC00519397,"WAIKIKI 717.2, HI US",2010-08-27,0.0
217,218,USC00519397,"WAIKIKI 717.2, HI US",2010-08-28,0.04
218,219,USC00519397,"WAIKIKI 717.2, HI US",2010-08-29,0.0
219,220,USC00519397,"WAIKIKI 717.2, HI US",2010-08-30,0.0
220,221,USC00519397,"WAIKIKI 717.2, HI US",2010-08-31,0.0
221,222,USC00519397,"WAIKIKI 717.2, HI US",2010-09-01,0.0
222,223,USC00519397,"WAIKIKI 717.2, HI US",2010-09-02,0.02
223,224,USC00519397,"WAIKIKI 717.2, HI US",2010-09-03,0.04
224,225,USC00519397,"WAIKIKI 717.2, HI US",2010-09-04,0.01
225,226,USC00519397,"WAIKIKI 717.2, HI US",2010-09-05,0.0
226,227,USC00519397,"WAIKIKI 717.2, HI US",2010-09-06,0.0
227,228,USC00519397,"WAIKIKI 717.2, HI US",2010-09-07,0.06
228,229,USC00519397,"WAIKIKI 717.2, HI US",2010-09-08,0.0
229,230,USC00519397,"WAIKIKI 717.2, HI US",2010-09-09,0.0
230,231,USC00519397,"WAIKIKI 717.2, HI US",2010-09-10,0.0
231,232,USC00519397,"WAIKIKI 717.2, HI US",2010-09-11,0.05
232,233,USC00519397,"WAIKIKI 717.2, HI US",2010-09-12,0.0
233,234,USC00519397,"WAIKIKI 717.2, HI US",2010-09-13,0.0
234,235,USC00519397,"WAIKIKI 717.2, HI US",2010-09-14,0.0
235,236,USC00519397,"WAIKIKI 717.2, HI US",2010-09-15,0.0
236,237,USC00519397,"WAIKIKI 717.2, HI US",2010-09-16,0.0
237,238,USC00519397,"WAIKIKI 717.2, HI US",2010-09-17,0.0
238,239,USC00519397,"WAIKIKI 717.2, HI US",2010-09-19,0.0
239,240,USC00519397,"WAIKIKI 717.2, HI US",2010-09-20,0.0
240,241,USC00519397,"WAIKIKI 717.2, HI US",2010-09-21,0.0
241,242,USC00519397,"WAIKIKI 717.2, HI US",2010-09-22,0.04
242,243,USC00519397,"WAIKIKI 717.2, HI US",2010-09-23,0.0
243,244,USC00519397,"WAIKIKI 717.2, HI US",2010-09-24,0.0
244,245,USC00519397,"WAIKIKI 717.2, HI US",2010-09-25,0.0
245,246,USC00519397,"WAIKIKI 717.2, HI US",2010-09-26,0.0
246,247,USC00519397,"WAIKIKI 717.2, HI US",2010-09-27,0.0
247,248,USC00519397,"WAIKIKI 717.2, HI US",2010-09-28,0.0
248,249,USC00519397,"WAIKIKI 717.2, HI US",2010-09-29,0.0
249,250,USC00519397,"WAIKIKI 717.2, HI US",2010-09-30,0.57
250,251,USC00519397,"WAIKIKI 717.2, HI US",2010-10-01,0.31
251,252,USC00519397,"WAIKIKI 717.2, HI US",2010-10-02,0.03
252,253,USC00519397,"WAIKIKI 717.2, HI US",2010-10-03,0.0
253,254,USC00519397,"WAIKIKI 717.2, HI US",2010-10-04,0.06
254,255,USC00519397,"WAIKIKI 717.2, HI US",2010-10-05,0.0
255,256,USC00519397,"WAIKIKI 717.2, HI US",2010-10-06,0.0
256,257,USC00519397,"WAIKIKI 717.2, HI US",2010-10-07,0.0
257,258,USC00519397,"WAIKIKI 717.2, HI US",2010-10-08,0.0
258,259,USC00519397,"WAIKIKI 717.2, HI US",2010-10-09,0.0
259,260,USC00519397,"WAIKIKI 717.2, HI US",2010-10-10,0.0
260,261,USC00519397,"WAIKIKI 717.2, HI US",2010-10-11,0.0
261,262,USC00519397,"WAIKIKI 717.2, HI US",2010-10-12,0.0
262,263,USC00519397,"WAIKIKI 717.2, HI US",2010-10-13,0.0
263,264,USC00519397,"WAIKIKI 717.2, HI US",2010-10-15,0.0
264,265,USC00519397,"WAIKIKI 717.2, HI US",2010-10-16,0.0
265,266,USC00519397,"WAIKIKI 717.2, HI US",2010-10-17,0.0
266,267,USC00519397,"WAIKIKI 717.2, HI US",2010-10-18,0.0
267,268,USC00519397,"WAIKIKI 717.2, HI US",2010-10-19,0.07
268,269,USC00519397,"WAIKIKI 717.2, HI US",2010-10-20,0.0
269,270,USC00519397,"WAIKIKI 717.2, HI US",2010-10-21,0.0
270,271,USC00519397,"WAIKIKI 717.2, HI US",2010-10-22,0.0
271,272,USC00519397,"WAIKIKI 717.2, HI US",2010-10-23,0.0
272,273,USC00519397,"WAIKIKI 717.2, HI US",2010-10-24,0.0
273,274,USC00519397,"WAIKIKI 717.2, HI US",2010-10-25,0.0
274,275,USC00519397,"WAIKIKI 717.2, HI US",2010-10-26,0.07
275,276,USC00519397,"WAIKIKI 717.2, HI US",2010-10-27,0.05
276,277,USC00519397,"WAIKIKI 717.2, HI US",2010-10-28,0.06
277,278,USC00519397,"WAIKIKI 717.2, HI US",2010-10-29,0.03
278,279,USC00519397,"WAIKIKI 717.2, HI US",2010-10-30,0.02
279,280,USC00519397,"WAIKIKI 717.2, HI US",2010-10-31,0.0
280,281,USC00519397,"WAIKIKI 717.2, HI US",2010-11-01,0.01
281,282,USC00519397,"WAIKIKI 717.2, HI US",2010-11-02,0.01
282,283,USC00519397,"WAIKIKI 717.2, HI US",2010-11-04,0.0
283,284,USC00519397,"WAIKIKI 717.2, HI US",2010-11-05,0.0
284,285,USC00519397,"WAIKIKI 717.2, HI US",2010-11-06,0.0
285,286,USC00519397,"WAIKIKI 717.2, HI US",2010-11-07,0.0
286,287,USC00519397,"WAIKIKI 717.2, HI US",2010-11-08,0.0
287,288,USC00519397,"WAIKIKI 717.2, HI US",2010-11-09,0.0
288,289,USC00519397,"WAIKIKI 717.2, HI US",2010-11-10,0.23
289,290,USC00519397,"WAIKIKI 717.2, HI US",2010-11-11,0.0
290,291,USC00519397,"WAIKIKI 717.2, HI US",2010-11-12,0.0
291,292,USC00519397,"WAIKIKI 717.2, HI US",2010-11-13,0.0
292,293,USC00519397,"WAIKIKI 717.2, HI US",2010-11-16,0.0
293,294,USC00519397,"WAIKIKI 717.2, HI US",2010-11-17,0.0
294,295,USC00519397,"WAIKIKI 717.2, HI US",2010-11-19,0.0
295,296,USC00519397,"WAIKIKI 717.2, HI US",2010-11-20,0.03
296,297,USC00519397,"WAIKIKI 717.2, HI US",2010-11-21,0.0
297,298,USC00519397,"WAIKIKI 717.2, HI US",2010-11-22,0.0
298,299,USC00519397,"WAIKIKI 717.2, HI US",2010-11-23,0.0
299,300,USC00519397,"WAIKIKI 717.2, HI US",2010-11-24,0.0
300,301,USC00519397,"WAIKIKI 717.2, HI US",2010-11-25,0.0
301,302,USC00519397,"WAIKIKI 717.2, HI US",2010-11-27,0.0
302,303,USC00519397,"WAIKIKI 717.2, HI US",2010-11-28,0.0
303,304,USC00519397,"WAIKIKI 717.2, HI US",2010-11-29,0.0
304,305,USC00519397,"WAIKIKI 717.2, HI US",2010-11-30,0.0
305,306,USC00519397,"WAIKIKI 717.2, HI US",2010-12-01,0.04
306,307,USC00519397,"WAIKIKI 717.2, HI US",2010-12-03,0.0
307,308,USC00519397,"WAIKIKI 717.2, HI US",2010-12-04,0.0
308,309,USC00519397,"WAIKIKI 717.2, HI US",2010-12-06,0.0
309,310,USC00519397,"WAIKIKI 717.2, HI US",2010-12-07,0.0
310,311,USC00519397,"WAIKIKI 717.2, HI US",2010-12-08,0.0
311,312,USC00519397,"WAIKIKI 717.2, HI US",2010-12-09,0.0
312,313,USC00519397,"WAIKIKI 717.2, HI US",2010-12-10,1.58
313,314,USC00519397,"WAIKIKI 717.2, HI US",2010-12-11,0.77
314,315,USC00519397,"WAIKIKI 717.2, HI US",2010-12-12,0.0
315,316,USC00519397,"WAIKIKI 717.2, HI US",2010-12-13,0.0
316,317,USC00519397,"WAIKIKI 717.2, HI US",2010-12-14,0.0
317,318,USC00519397,"WAIKIKI 717.2, HI US",2010-12-15,0.0
318,319,USC00519397,"WAIKIKI 717.2, HI US",2010-12-16,0.0
319,320,USC00519397,"WAIKIKI 717.2, HI US",2010-12-17,0.0
320,321,USC00519397,"WAIKIKI 717.2, HI US",2010-12-18,0.0
321,322,USC00519397,"WAIKIKI 717.2, HI US",2010-12-19,1.4
322,323,USC00519397,"WAIKIKI 717.2, HI US",2010-12-23,0.0
323,324,USC00519397,"WAIKIKI 717.2, HI US",2010-12-24,0.0
324,325,USC00519397,"WAIKIKI 717.2, HI US",2010-12-26,0.0
325,326,USC00519397,"WAIKIKI 717.2, HI US",2010-12-27,0.13
326,327,USC00519397,"WAIKIKI 717.2, HI US",2010-12-28,0.55
327,328,USC00519397,"WAIKIKI 717.2, HI US",2010-12-29,0.06
328,329,USC00519397,"WAIKIKI 717.2, HI US",2010-12-30,0.01
329,330,USC00519397,"WAIKIKI 717.2, HI US",2010-12-31,0.0
330,331,USC00519397,"WAIKIKI 717.2, HI US",2011-01-01,0.0
331,332,USC00519397,"WAIKIKI 717.2, HI US",2011-01-02,0.0
332,333,USC00519397,"WAIKIKI 717.2, HI US",2011-01-03,0.0
333,334,USC00519397,"WAIKIKI 717.2, HI US",2011-01-04,0.0
334,335,USC00519397,"WAIKIKI 717.2, HI US",2011-01-05,0.0
335,336,USC00519397,"WAIKIKI 717.2, HI US",2011-01-06,0.01
336,337,USC00519397,"WAIKIKI 717.2, HI US",2011-01-07,0.0
337,338,USC00519397,"WAIKIKI 717.2, HI US",2011-01-08,0.0
338,339,USC00519397,"WAIKIKI 717.2, HI US",2011-01-09,0.0
339,340,USC00519397,"WAIKIKI 717.2, HI US",2011-01-10,0.0
340,341,USC00519397,"WAIKIKI 717.2, HI US",2011-01-11,0.09
341,342,USC00519397,"WAIKIKI 717.2, HI US",2011-01-13,0.0
342,343,USC00519397,"WAIKIKI 717.2, HI US",2011-01-14,0.03
343,344,USC00519397,"WAIKIKI 717.2, HI US",2011-01-15,0.0
344,345,USC00519397,"WAIKIKI 717.2, HI US",2011-01-16,0.0
345,346,USC00519397,"WAIKIKI 717.2, HI US",2011-01-17,0.0
346,347,USC00519397,"WAIKIKI 717.2, HI US",2011-01-18,0.0
347,348,USC00519397,"WAIKIKI 717.2, HI US",2011-01-19,0.03
348,349,USC00519397,"WAIKIKI 717.2, HI US",2011-01-20,0.0
349,350,USC00519397,"WAIKIKI 717.2, HI US",2011-01-21,0.0
350,351,USC00519397,"WAIKIKI 717.2, HI US",2011-01-22,0.0
351,352,USC00519397,"WAIKIKI 717.2, HI US",2011-01-23,0.0
352,353,USC00519397,"WAIKIKI 717.2, HI US",2011-01-24,0.0
353,354,USC00519397,"WAIKIKI 717.2, HI US",2011-01-25,0.0
354,355,USC00519397,"WAIKIKI 717.2, HI US",2011-01-27,0.0
355,356,USC00519397,"WAIKIKI 717.2, HI US",2011-01-28,0.0
356,357,USC00519397,"WAIKIKI 717.2, HI US",2011-01-29,0.0
357,358,USC00519397,"WAIKIKI 717.2, HI US",2011-01-30,0.0
358,359,USC00519397,"WAIKIKI 717.2, HI US",2011-01-31,0.22
359,360,USC00519397,"WAIKIKI 717.2, HI US",2011-02-01,0.0
360,361,USC00519397,"WAIKIKI 717.2, HI US",2011-02-02,0.0
361,362,USC00519397,"WAIKIKI 717.2, HI US",2011-02-03,0.0
362,363,USC00519397,"WAIKIKI 717.2, HI US",2011-02-04,0.0
363,364,USC00519397,"WAIKIKI 717.2, HI US",2011-02-05,0.0
364,365,USC00519397,"WAIKIKI 717.2, HI US",2011-02-06,0.0
365,366,USC00519397,"WAIKIKI 717.2, HI US",2011-02-07,1.29
366,367,USC00519397,"WAIKIKI 717.2, HI US",2011-02-08,1.3
